"location_iso3","year","age","sex_id","vaccine","observed_coverage","disease","impact_factor","target_fvps","target_deaths_averted","old_pop","new_pop","target_coverage","observed_fvps","observed_deaths_averted","location_name","region","income_group"
"LBY",2021,0,3,"Rubella",0.73,"Rubella",0.00144029231585027,88123.41,126.923470269523,115679,120717,0.73,88123.41,126.923470269523,"Libya","EMRO","Upper middle income"
"LCA",2019,0,3,"BCG",0.95,"TB",0.000264848558156272,2003.55,0.530637328693999,2140,2109,0.95,2003.55,0.530637328693999,"Saint Lucia","PAHO","Upper middle income"
"LCA",2019,0,3,"DTP3",0.92,"D",7.61501838220598e-05,1940.28,0.147752678666266,2140,2109,0.92,1940.28,0.147752678666266,"Saint Lucia","PAHO","Upper middle income"
"LCA",2019,0,3,"DTP3",0.92,"P",0.00203412827798454,1940.28,3.94677841520784,2140,2109,0.92,1940.28,3.94677841520784,"Saint Lucia","PAHO","Upper middle income"
"LCA",2019,0,3,"DTP3",0.92,"T",0.000247530307304124,1940.28,0.480278104656046,2140,2109,0.92,1940.28,0.480278104656046,"Saint Lucia","PAHO","Upper middle income"
"LCA",2019,0,3,"HepB",0.92,"HepB",0.00913732176803604,1940.28,17.728962680085,2140,2109,0.92,1940.28,17.728962680085,"Saint Lucia","PAHO","Upper middle income"
"LCA",2019,0,3,"HepB_BD",0.85,"HepB",0.0031964906552168,1792.65,5.7301889730744,2140,2109,0.85,1792.65,5.7301889730744,"Saint Lucia","PAHO","Upper middle income"
"LCA",2019,0,3,"Hib3",0.92,"Hib",0.000525717619425589,1940.28,1.02003938261908,2140,2109,0.92,1940.28,1.02003938261908,"Saint Lucia","PAHO","Upper middle income"
"LCA",2019,0,3,"MCV1",0.96,"Measles",0.00625260711782781,2024.64,12.6592784750389,2140,2109,0.96,2024.64,12.6592784750389,"Saint Lucia","PAHO","Upper middle income"
"LCA",2019,0,3,"MCV2",0.75,"Measles",0.00105032165520062,1581.75,1.66134627811358,2140,2109,0.75,1581.75,1.66134627811358,"Saint Lucia","PAHO","Upper middle income"
"LCA",2019,0,3,"Rubella",0.96,"Rubella",0.00137272085666229,2024.64,2.77926555523274,2140,2109,0.96,2024.64,2.77926555523274,"Saint Lucia","PAHO","Upper middle income"
"LCA",2019,9,3,"HPV",0.46,"HPV",0.00312287488985881,565.8,1.76692261268211,2173,1230,0.46,565.8,1.76692261268211,"Saint Lucia","PAHO","Upper middle income"
"LCA",2020,0,3,"BCG",0.89,"TB",0.000264848558156272,1986.45,0.526108418349526,2090,2091,0.95,1860.99,0.492880518243241,"Saint Lucia","PAHO","Upper middle income"
"LCA",2020,0,3,"DTP3",0.86,"D",7.61501838220598e-05,1923.72,0.146491631622173,2090,2091,0.92,1798.26,0.136937829559857,"Saint Lucia","PAHO","Upper middle income"
"LCA",2020,0,3,"DTP3",0.86,"P",0.00203412827798454,1923.72,3.91309325092442,2090,2091,0.92,1798.26,3.65789151716848,"Saint Lucia","PAHO","Upper middle income"
"LCA",2020,0,3,"DTP3",0.86,"T",0.000247530307304124,1923.72,0.476179002767089,2090,2091,0.92,1798.26,0.445123850412714,"Saint Lucia","PAHO","Upper middle income"
"LCA",2020,0,3,"HepB",0.86,"HepB",0.00913732176803604,1923.72,17.5776486316063,2090,2091,0.92,1798.26,16.4312802425885,"Saint Lucia","PAHO","Upper middle income"
"LCA",2020,0,3,"HepB_BD",0.86,"HepB",0.0031964906552168,1777.35,5.68128266604958,2090,2091,0.85,1798.26,5.74812128565016,"Saint Lucia","PAHO","Upper middle income"
"LCA",2020,0,3,"Hib3",0.86,"Hib",0.000525717619425589,1923.72,1.01133349884139,2090,2091,0.92,1798.26,0.94537696630826,"Saint Lucia","PAHO","Upper middle income"
"LCA",2020,0,3,"MCV1",0.89,"Measles",0.00625260711782781,2007.36,12.5512334240428,2090,2091,0.96,1860.99,11.6360393202064,"Saint Lucia","PAHO","Upper middle income"
"LCA",2020,0,3,"MCV2",0.71,"Measles",0.00105032165520062,1568.25,1.64716693576837,2090,2091,0.75,1484.61,1.55931803252739,"Saint Lucia","PAHO","Upper middle income"
"LCA",2020,0,3,"Rubella",0.89,"Rubella",0.00137272085666229,2007.36,2.75554493882961,2090,2091,0.96,1860.99,2.55461978703996,"Saint Lucia","PAHO","Upper middle income"
"LCA",2020,11,3,"HPV",0.74,"HPV",0.00312287488985881,328.049751609936,1.02445833192709,2174,1188,0.276136154553818,879.12,2.74538177317268,"Saint Lucia","PAHO","Upper middle income"
"LCA",2021,0,3,"BCG",0.81,"TB",0.000264848558156272,1965.55,0.52057308348406,2053,2069,0.95,1675.89,0.443857050128515,"Saint Lucia","PAHO","Upper middle income"
"LCA",2021,0,3,"DTP3",0.8,"D",7.61501838220598e-05,1903.48,0.144950351901614,2053,2069,0.92,1655.2,0.126043784262273,"Saint Lucia","PAHO","Upper middle income"
"LCA",2021,0,3,"DTP3",0.8,"P",0.00203412827798454,1903.48,3.87192249457801,2053,2069,0.92,1655.2,3.36688912572001,"Saint Lucia","PAHO","Upper middle income"
"LCA",2021,0,3,"DTP3",0.8,"T",0.000247530307304124,1903.48,0.471168989347254,2053,2069,0.92,1655.2,0.409712164649786,"Saint Lucia","PAHO","Upper middle income"
"LCA",2021,0,3,"HepB",0.8,"HepB",0.00913732176803604,1903.48,17.3927092390212,2053,2069,0.92,1655.2,15.1240949904533,"Saint Lucia","PAHO","Upper middle income"
"LCA",2021,0,3,"HepB_BD",0.94,"HepB",0.0031964906552168,1758.65,5.62150829079702,2053,2069,0.85,1944.86,6.21672681570494,"Saint Lucia","PAHO","Upper middle income"
"LCA",2021,0,3,"Hib3",0.8,"Hib",0.000525717619425589,1903.48,1.00069297422422,2053,2069,0.92,1655.2,0.870167803673235,"Saint Lucia","PAHO","Upper middle income"
"LCA",2021,0,3,"MCV1",0.77,"Measles",0.00625260711782781,1986.24,12.4191783617143,2053,2069,0.96,1593.13,9.96121597762502,"Saint Lucia","PAHO","Upper middle income"
"LCA",2021,0,3,"MCV2",0.66,"Measles",0.00105032165520062,1551.75,1.62983662845756,2053,2069,0.75,1365.54,1.43425623304265,"Saint Lucia","PAHO","Upper middle income"
"LCA",2021,0,3,"Rubella",0.77,"Rubella",0.00137272085666229,1986.24,2.72655307433691,2053,2069,0.96,1593.13,2.18692277837439,"Saint Lucia","PAHO","Upper middle income"
"LCA",2021,11,3,"HPV",0.62,"HPV",0.00312287488985881,382.118119266055,1.19330707961604,2180,1230,0.310665137614679,762.6,2.38150439100633,"Saint Lucia","PAHO","Upper middle income"
"LKA",2019,0,3,"BCG",0.99,"TB",0.00013513614169645,313702.29,42.3925171119408,336646,316871,0.99,313702.29,42.3925171119408,"Sri Lanka","SEARO","Lower middle income"
"LKA",2019,0,3,"DTP3",0.99,"D",4.44915655300685e-05,313702.29,13.9571059924676,336646,316871,0.99,313702.29,13.9571059924676,"Sri Lanka","SEARO","Lower middle income"
"LKA",2019,0,3,"DTP3",0.99,"P",0.00114506681959711,313702.29,359.21008351063,336646,316871,0.99,313702.29,359.21008351063,"Sri Lanka","SEARO","Lower middle income"
"LKA",2019,0,3,"DTP3",0.99,"T",0.000159154245636311,313702.29,49.9270513193333,336646,316871,0.99,313702.29,49.9270513193333,"Sri Lanka","SEARO","Lower middle income"
"LKA",2019,0,3,"HepB",0.99,"HepB",0.0164207603583051,313706.017384731,5151.29133443295,336646,316871,0.990011763098329,313702.29,5151.23012794153,"Sri Lanka","SEARO","Lower middle income"
"LKA",2019,0,3,"Hib3",0.99,"Hib",0.000203492451164556,313706.017384731,63.8368064226896,336646,316871,0.990011763098329,313702.29,63.8360479280344,"Sri Lanka","SEARO","Lower middle income"
"LKA",2019,0,3,"JE",0.99,"JE",0.000315925436769547,307526.959466546,97.1555889878795,336646,316871,0.970511531400937,313702.29,99.1065329838571,"Sri Lanka","SEARO","Lower middle income"
"LKA",2019,0,3,"MCV1",0.99,"Measles",0.00448961487957643,313706.017384731,1408.41920346315,336646,316871,0.990011763098329,313702.29,1408.4024689412,"Sri Lanka","SEARO","Lower middle income"
"LKA",2019,0,3,"Rubella",0.99,"Rubella",0.000146180856118801,313706.017384731,45.8578141909194,336646,316871,0.990011763098329,313702.29,45.8572693186284,"Sri Lanka","SEARO","Lower middle income"
"LKA",2019,2,3,"MCV2",0.99,"Measles",0.000630906953763049,322875.552450325,203.704431240996,334878,326134,0.99000886890151,322872.66,203.702606373973,"Sri Lanka","SEARO","Lower middle income"
"LKA",2019,9,3,"HPV",0.82,"HPV",0.0042363644795562,36707.8859149192,155.507984009565,344764,176456,0.20802855054472,144693.92,612.976183095746,"Sri Lanka","SEARO","Lower middle income"
"LKA",2020,0,3,"BCG",0.99,"TB",0.00013513614169645,309005.73,41.757842114295,332970,312127,0.99,309005.73,41.757842114295,"Sri Lanka","SEARO","Lower middle income"
"LKA",2020,0,3,"DTP3",0.96,"D",4.44915655300685e-05,309005.73,13.7481486854617,332970,312127,0.99,299641.92,13.3315381192355,"Sri Lanka","SEARO","Lower middle income"
"LKA",2020,0,3,"DTP3",0.96,"P",0.00114506681959711,309005.73,353.832208488383,332970,312127,0.99,299641.92,343.110020352372,"Sri Lanka","SEARO","Lower middle income"
"LKA",2020,0,3,"DTP3",0.96,"T",0.000159154245636311,309005.73,49.1795738554476,332970,312127,0.99,299641.92,47.6892837386158,"Sri Lanka","SEARO","Lower middle income"
"LKA",2020,0,3,"HepB",0.96,"HepB",0.0164207603583051,309005.73,5074.10904167313,332970,312127,0.99,299641.92,4920.34816162243,"Sri Lanka","SEARO","Lower middle income"
"LKA",2020,0,3,"Hib3",0.96,"Hib",0.000203492451164556,309005.73,62.880333421593,332970,312127,0.99,299641.92,60.9748687724538,"Sri Lanka","SEARO","Lower middle income"
"LKA",2020,0,3,"JE",0.9793,"JE",0.000315925436769547,302919.2535,95.6998974678926,332970,312127,0.9705,305665.9711,96.5676554253552,"Sri Lanka","SEARO","Lower middle income"
"LKA",2020,0,3,"MCV1",0.96,"Measles",0.00448961487957643,309005.73,1387.31672328238,332970,312127,0.99,299641.92,1345.27682257685,"Sri Lanka","SEARO","Lower middle income"
"LKA",2020,0,3,"Rubella",0.96,"Rubella",0.000146180856118801,309005.73,45.1707221570151,332970,312127,0.99,299641.92,43.8019123946813,"Sri Lanka","SEARO","Lower middle income"
"LKA",2020,2,3,"MCV2",0.96,"Measles",0.000630906953763049,317382.12,200.238586508058,331324,320588,0.99,307764.48,194.170750553269,"Sri Lanka","SEARO","Lower middle income"
"LKA",2020,10,3,"HPV",0.51,"HPV",0.0042363644795562,73443.173503937,311.132051497962,343408,176267,0.416658668406094,89896.17,380.832941436146,"Sri Lanka","SEARO","Lower middle income"
"LKA",2021,0,3,"BCG",0.99,"TB",0.00013513614169645,303640.92,41.0328623899604,326800,306708,0.99,303640.92,41.0328623899604,"Sri Lanka","SEARO","Lower middle income"
"LKA",2021,0,3,"DTP3",0.96,"D",4.44915655300685e-05,303640.92,13.5094598897903,326800,306708,0.99,294439.68,13.1000823173724,"Sri Lanka","SEARO","Lower middle income"
"LKA",2021,0,3,"DTP3",0.96,"P",0.00114506681959711,303640.92,347.68914256394,326800,306708,0.99,294439.68,337.153107940791,"Sri Lanka","SEARO","Lower middle income"
"LKA",2021,0,3,"DTP3",0.96,"T",0.000159154245636311,303640.92,48.3257415669155,326800,306708,0.99,294439.68,46.8613251557968,"Sri Lanka","SEARO","Lower middle income"
"LKA",2021,0,3,"HepB",0.96,"HepB",0.0164207603583051,303640.92,4986.01478229529,326800,306708,0.99,294439.68,4834.92342525604,"Sri Lanka","SEARO","Lower middle income"
"LKA",2021,0,3,"Hib3",0.96,"Hib",0.000203492451164556,303640.92,61.7886350846608,326800,306708,0.99,294439.68,59.9162522033075,"Sri Lanka","SEARO","Lower middle income"
"LKA",2021,0,3,"JE",0.9685,"JE",0.000315925436769547,297660.114,94.0384015243231,326800,306708,0.9705,297046.698,93.8446078066017,"Sri Lanka","SEARO","Lower middle income"
"LKA",2021,0,3,"MCV1",0.97,"Measles",0.00448961487957643,303640.92,1363.23079248028,326800,306708,0.99,297506.76,1335.69077647057,"Sri Lanka","SEARO","Lower middle income"
"LKA",2021,0,3,"Rubella",0.97,"Rubella",0.000146180856118801,303640.92,44.3864896383004,326800,306708,0.99,297506.76,43.4897928779307,"Sri Lanka","SEARO","Lower middle income"
"LKA",2021,2,3,"MCV2",0.97,"Measles",0.000630906953763049,310935.24,196.171205085983,329874,314076,0.99,304653.72,192.208150437781,"Sri Lanka","SEARO","Lower middle income"
"LKA",2021,10,3,"HPV",0.46,"HPV",0.0042363644795562,71439.0790701716,302.641977025082,340622,171754,0.415938371567309,79006.84,334.70177061798,"Sri Lanka","SEARO","Lower middle income"
"LSO",2019,0,3,"BCG",0.96,"TB",0.00360640389689015,54707.52,197.297413317196,53897,56987,0.96,54707.52,197.297413317196,"Lesotho","AFRO","Lower middle income"
"LSO",2019,0,3,"DTP3",0.87,"D",0.000230137325510045,49578.69,11.4099071188916,53897,56987,0.87,49578.69,11.4099071188916,"Lesotho","AFRO","Lower middle income"
"LSO",2019,0,3,"DTP3",0.87,"P",0.00979075557765531,49578.69,485.412835650344,53897,56987,0.87,49578.69,485.412835650344,"Lesotho","AFRO","Lower middle income"
"LSO",2019,0,3,"DTP3",0.87,"T",0.000587360098601045,49578.69,29.1205442469106,53897,56987,0.87,49578.69,29.1205442469106,"Lesotho","AFRO","Lower middle income"
"LSO",2019,0,3,"HepB",0.87,"HepB",0.0103516109126074,53203.0632,550.737409605261,53897,56987,0.9336,49578.69,513.219308436779,"Lesotho","AFRO","Lower middle income"
"LSO",2019,0,3,"Hib3",0.87,"Hib",0.00228016673527899,53032.1022,120.922035338356,53897,56987,0.9306,49578.69,113.047679716709,"Lesotho","AFRO","Lower middle income"
"LSO",2019,0,3,"MCV1",0.9,"Measles",0.0311881178780738,51436.4662,1604.20657107716,53897,56987,0.9026,51288.3,1599.58554616601,"Lesotho","AFRO","Lower middle income"
"LSO",2019,0,3,"PCV3",0.87,"PCV",0.0020837185318838,53573.4787,111.632050384672,53897,56987,0.9401,49578.69,103.308035139522,"Lesotho","AFRO","Lower middle income"
"LSO",2019,0,3,"Rota",0.87,"Rota",0.00082600051671322,41554.9204,34.3243857223767,53897,56987,0.7292,49578.69,40.9520235579646,"Lesotho","AFRO","Lower middle income"
"LSO",2019,0,3,"Rubella",0.9,"Rubella",0.000440908080307387,51419.3701,22.671215761406,53897,56987,0.9023,51288.3,22.6134258952294,"Lesotho","AFRO","Lower middle income"
"LSO",2019,2,3,"MCV2",0.82,"Measles",0.00351769526901728,45316.648,159.410158277321,50239,54896,0.8255,45014.72,158.348067580138,"Lesotho","AFRO","Lower middle income"
"LSO",2019,9,3,"HPV",0,"HPV",0.0284696778352641,11410.2517177,324.846190422188,43096,24377,0.468074484870986,0,0,"Lesotho","AFRO","Lower middle income"
"LSO",2020,0,3,"BCG",0.96,"TB",0.00360640389689015,54529.92,196.656915985108,53562,56802,0.96,54529.92,196.656915985108,"Lesotho","AFRO","Lower middle income"
"LSO",2020,0,3,"DTP3",0.87,"D",0.000230137325510045,49417.74,11.3728665163508,53562,56802,0.87,49417.74,11.3728665163508,"Lesotho","AFRO","Lower middle income"
"LSO",2020,0,3,"DTP3",0.87,"P",0.00979075557765531,49417.74,483.83701354012,53562,56802,0.87,49417.74,483.83701354012,"Lesotho","AFRO","Lower middle income"
"LSO",2020,0,3,"DTP3",0.87,"T",0.000587360098601045,49417.74,29.0260086390408,53562,56802,0.87,49417.74,29.0260086390408,"Lesotho","AFRO","Lower middle income"
"LSO",2020,0,3,"HepB",0.87,"HepB",0.0103516109126074,53030.3472,548.949520774879,53562,56802,0.9336,49417.74,511.553216660395,"Lesotho","AFRO","Lower middle income"
"LSO",2020,0,3,"Hib3",0.87,"Hib",0.00228016673527899,52859.9412,120.529479553043,53562,56802,0.9306,49417.74,112.680686880666,"Lesotho","AFRO","Lower middle income"
"LSO",2020,0,3,"MCV1",0.9,"Measles",0.0311881178780738,51269.4852,1598.99874796576,53562,56802,0.9026,51121.8,1594.39272453931,"Lesotho","AFRO","Lower middle income"
"LSO",2020,0,3,"PCV3",0.87,"PCV",0.0020837185318838,53399.5602,111.269653183185,53562,56802,0.9401,49417.74,102.972660641815,"Lesotho","AFRO","Lower middle income"
"LSO",2020,0,3,"Rota",0.87,"Rota",0.00082600051671322,41420.0184,34.2129566006711,53562,56802,0.7292,49417.74,40.8190787747996,"Lesotho","AFRO","Lower middle income"
"LSO",2020,0,3,"Rubella",0.9,"Rubella",0.000440908080307387,51252.4446,22.5976169596467,53562,56802,0.9023,51121.8,22.5400146998582,"Lesotho","AFRO","Lower middle income"
"LSO",2020,2,3,"MCV2",0.82,"Measles",0.00351769526901728,45204.38,159.015233664859,50612,54760,0.8255,44903.2,157.955774203737,"Lesotho","AFRO","Lower middle income"
"LSO",2021,0,3,"BCG",0.96,"TB",0.00360640389689015,54295.68,195.812151936301,52726,56558,0.96,54295.68,195.812151936301,"Lesotho","AFRO","Lower middle income"
"LSO",2021,0,3,"DTP3",0.87,"D",0.000230137325510045,49205.46,11.3240129648915,52726,56558,0.87,49205.46,11.3240129648915,"Lesotho","AFRO","Lower middle income"
"LSO",2021,0,3,"DTP3",0.87,"P",0.00979075557765531,49205.46,481.758631946095,52726,56558,0.87,49205.46,481.758631946095,"Lesotho","AFRO","Lower middle income"
"LSO",2021,0,3,"DTP3",0.87,"T",0.000587360098601045,49205.46,28.9013238373098,52726,56558,0.87,49205.46,28.9013238373098,"Lesotho","AFRO","Lower middle income"
"LSO",2021,0,3,"HepB",0.87,"HepB",0.0103516109126074,52802.5488,546.591440371565,52726,56558,0.9336,49205.46,509.355776695867,"Lesotho","AFRO","Lower middle income"
"LSO",2021,0,3,"Hib3",0.87,"Hib",0.00228016673527899,52632.8748,120.011730301064,52726,56558,0.9306,49205.46,112.196653086101,"Lesotho","AFRO","Lower middle income"
"LSO",2021,0,3,"MCV1",0.9,"Measles",0.0311881178780738,51049.2508,1592.13005153775,52726,56558,0.9026,50902.2,1587.54381385329,"Lesotho","AFRO","Lower middle income"
"LSO",2021,0,3,"PCV3",0.87,"PCV",0.0020837185318838,53170.1758,110.79168065798,52726,56558,0.9401,49205.46,102.530328871867,"Lesotho","AFRO","Lower middle income"
"LSO",2021,0,3,"Rota",0.74,"Rota",0.00082600051671322,41242.0936,34.065990623935,52726,56558,0.7292,41852.92,34.5705335459571,"Lesotho","AFRO","Lower middle income"
"LSO",2021,0,3,"Rubella",0.9,"Rubella",0.000440908080307387,51032.2834,22.5005461075965,52726,56558,0.9023,50902.2,22.4431912854227,"Lesotho","AFRO","Lower middle income"
"LSO",2021,2,3,"MCV2",0.82,"Measles",0.00351769526901728,45135.8635,158.77421349696,51095,54677,0.8255,44835.14,157.716359863727,"Lesotho","AFRO","Lower middle income"
"LSO",2021,9,3,"HPV",0,"HPV",0.0284696778352641,5075.87314848595,144.508473270063,43856,25347,0.20025538124772,0,0,"Lesotho","AFRO","Lower middle income"
"LTU",2019,0,3,"BCG",0.97,"TB",0.000113966790429968,27683.8,3.15503383290515,24248,28540,0.97,27683.8,3.15503383290515,"Lithuania","EURO","High income"
"LTU",2019,0,3,"DTP3",0.92,"D",3.69529045633133e-05,26256.8,0.970265024538005,24248,28540,0.92,26256.8,0.970265024538005,"Lithuania","EURO","High income"
"LTU",2019,0,3,"DTP3",0.92,"P",0.000955646768602569,26256.8,25.0922260738439,24248,28540,0.92,26256.8,25.0922260738439,"Lithuania","EURO","High income"
"LTU",2019,0,3,"DTP3",0.92,"T",0.000111528274133542,26256.8,2.92837558826959,24248,28540,0.92,26256.8,2.92837558826959,"Lithuania","EURO","High income"
"LTU",2019,0,3,"HepB",0.92,"HepB",0.00780458175191905,26256.8,204.923342143788,24248,28540,0.92,26256.8,204.923342143788,"Lithuania","EURO","High income"
"LTU",2019,0,3,"HepB_BD",0.96,"HepB",0.00388503146401716,27683.8,107.552434043558,24248,28540,0.97,27398.4,106.443646063728,"Lithuania","EURO","High income"
"LTU",2019,0,3,"Hib3",0.92,"Hib",0.000183309352142658,26256.8,4.81311699733934,24248,28540,0.92,26256.8,4.81311699733934,"Lithuania","EURO","High income"
"LTU",2019,0,3,"MCV1",0.93,"Measles",0.00381735192677475,26542.2,101.320918310841,24248,28540,0.93,26542.2,101.320918310841,"Lithuania","EURO","High income"
"LTU",2019,0,3,"MCV2",0.93,"Measles",0.000640830042990903,26542.2,17.0090391670731,24248,28540,0.93,26542.2,17.0090391670731,"Lithuania","EURO","High income"
"LTU",2019,0,3,"PCV3",0.82,"PCV",0.000189932370423751,22546.6,4.28232918299614,24248,28540,0.79,23402.8,4.44494927855296,"Lithuania","EURO","High income"
"LTU",2019,0,3,"Rota",0.45,"Rota",4.94701639504008e-05,12843,0.635345315614998,24248,28540,0.45,12843,0.635345315614998,"Lithuania","EURO","High income"
"LTU",2019,0,3,"Rubella",0.93,"Rubella",0.00100473328034221,26542.2,26.667831673499,24248,28540,0.93,26542.2,26.667831673499,"Lithuania","EURO","High income"
"LTU",2019,9,3,"HPV",0.66,"HPV",0.00282888989889047,9465.72,26.7774796937255,27125,14342,0.66,9465.72,26.7774796937255,"Lithuania","EURO","High income"
"LTU",2020,0,3,"BCG",0.96,"TB",0.000113966790429968,26755.51,3.04923960101691,23269,27583,0.97,26479.68,3.01780414121262,"Lithuania","EURO","High income"
"LTU",2020,0,3,"DTP3",0.91,"D",3.69529045633133e-05,25376.36,0.937730209244281,23269,27583,0.92,25100.53,0.927537489578583,"Lithuania","EURO","High income"
"LTU",2020,0,3,"DTP3",0.91,"P",0.000955646768602569,25376.36,24.2508364328955,23269,27583,0.92,25100.53,23.9872403847118,"Lithuania","EURO","High income"
